Ma_Don_Vi,Ten_Don_Vi,SBD,Mon_Thi,Diem_Viet,Diem_Nghe,Diem_Doc,Diem_Noi,Tong_Diem,Giai,Lop,Truong
01,Thành phố Cần Thơ,01.03.04,Hóa học,,,,,21.875,Ba,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.03.05,Hóa học,,,,,29.375,Nhất,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.03.08,Hóa học,,,,,27.250,Nhì,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.03.10,Hóa học,,,,,17.500,K.Khích,11,THPT chuyên Nguyễn Thị Minh Khai
01,Thành phố Cần Thơ,01.04.02,Sinh học,,,,,23.500,Nhì,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.04.06,Sinh học,,,,,19.500,K.Khích,11,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.04.07,Sinh học,,,,,19.500,K.Khích,12,THPT Thốt Nốt
01,Thành phố Cần Thơ,01.04.14,Sinh học,,,,,20.250,K.Khích,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.04.17,Sinh học,,,,,19.750,K.Khích,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.04.03,Sinh học,,,,,23.500,Nhì,12,THPT chuyên Vị Thanh
01,Thành phố Cần Thơ,01.04.08,Sinh học,,,,,23.000,Nhì,12,THPT chuyên Nguyễn Thị Minh Khai
01,Thành phố Cần Thơ,01.04.16,Sinh học,,,,,20.250,K.Khích,12,THPT Nguyễn Khuyến
01,Thành phố Cần Thơ,01.05.04,Tin học,,,,,18.450,Ba,12,THPT FPT Cần Thơ
01,Thành phố Cần Thơ,01.05.08,Tin học,,,,,12.901,K.Khích,11,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.05.11,Tin học,,,,,22.460,Nhì,12,THPT FPT Cần Thơ
01,Thành phố Cần Thơ,01.05.12,Tin học,,,,,13.460,K.Khích,12,THPT FPT Cần Thơ
01,Thành phố Cần Thơ,01.05.15,Tin học,,,,,13.770,K.Khích,11,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.05.07,Tin học,,,,,13.290,K.Khích,11,THPT chuyên Vị Thanh
01,Thành phố Cần Thơ,01.05.16,Tin học,,,,,19.690,Ba,12,THPT chuyên Vị Thanh
01,Thành phố Cần Thơ,01.05.01,Tin học,,,,,19.227,Ba,12,THPT Đại Ngãi
01,Thành phố Cần Thơ,01.05.03,Tin học,,,,,16.440,K.Khích,12,THPT Đại Ngãi
01,Thành phố Cần Thơ,01.05.06,Tin học,,,,,16.420,K.Khích,12,THPT chuyên Nguyễn Thị Minh Khai
01,Thành phố Cần Thơ,01.06.05,Ngữ văn,,,,,14.250,Nhì,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.06.16,Ngữ văn,,,,,12.500,K.Khích,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.06.10,Ngữ văn,,,,,12.500,K.Khích,11,THPT chuyên Vị Thanh
01,Thành phố Cần Thơ,01.06.22,Ngữ văn,,,,,12.250,K.Khích,12,THPT chuyên Vị Thanh
01,Thành phố Cần Thơ,01.06.26,Ngữ văn,,,,,13.000,Ba,11,THPT chuyên Vị Thanh
01,Thành phố Cần Thơ,01.06.08,Ngữ văn,,,,,13.000,Ba,12,THPT chuyên Nguyễn Thị Minh Khai
01,Thành phố Cần Thơ,01.06.09,Ngữ văn,,,,,13.000,Ba,12,THPT chuyên Nguyễn Thị Minh Khai
01,Thành phố Cần Thơ,01.06.25,Ngữ văn,,,,,12.250,K.Khích,11,THPT Đại Ngãi
01,Thành phố Cần Thơ,01.06.27,Ngữ văn,,,,,12.500,K.Khích,12,THPT chuyên Nguyễn Thị Minh Khai
01,Thành phố Cần Thơ,01.07.02,Lịch sử,,,,,15.000,K.Khích,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.07.04,Lịch sử,,,,,16.000,Ba,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.07.10,Lịch sử,,,,,15.000,K.Khích,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.07.11,Lịch sử,,,,,15.000,K.Khích,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.07.14,Lịch sử,,,,,14.500,K.Khích,11,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.07.18,Lịch sử,,,,,15.250,Ba,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.07.30,Lịch sử,,,,,14.750,K.Khích,11,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.07.20,Lịch sử,,,,,14.250,K.Khích,11,THPT chuyên Vị Thanh
01,Thành phố Cần Thơ,01.07.01,Lịch sử,,,,,15.500,Ba,11,THPT chuyên Nguyễn Thị Minh Khai
01,Thành phố Cần Thơ,01.07.09,Lịch sử,,,,,16.750,Nhì,12,THPT Hoàng Diệu
01,Thành phố Cần Thơ,01.07.16,Lịch sử,,,,,14.250,K.Khích,12,THCS và THPT Long Hưng
01,Thành phố Cần Thơ,01.07.21,Lịch sử,,,,,17.250,Nhì,12,THPT chuyên Nguyễn Thị Minh Khai
01,Thành phố Cần Thơ,01.07.27,Lịch sử,,,,,15.750,Ba,12,THPT Lịch Hội Thượng
01,Thành phố Cần Thơ,01.07.22,Lịch sử,,,,,15.500,Ba,12,THPT Mai Thanh Thế
01,Thành phố Cần Thơ,01.07.23,Lịch sử,,,,,16.000,Ba,12,THPT Kế Sách
01,Thành phố Cần Thơ,01.07.24,Lịch sử,,,,,14.500,K.Khích,11,THPT Hoàng Diệu
01,Thành phố Cần Thơ,01.07.25,Lịch sử,,,,,16.500,Nhì,12,THCS và THPT Long Hưng
01,Thành phố Cần Thơ,01.07.28,Lịch sử,,,,,17.250,Nhì,12,THPT Trần Văn Bảy
01,Thành phố Cần Thơ,01.08.12,Địa lí,,,,,13.500,K.Khích,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.08.13,Địa lí,,,,,14.250,Ba,12,THPT Châu Văn Liêm
01,Thành phố Cần Thơ,01.08.24,Địa lí,,,,,13.500,K.Khích,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.08.26,Địa lí,,,,,13.500,K.Khích,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.08.23,Địa lí,,,,,14.500,Ba,12,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.08.25,Địa lí,,,,,14.750,Ba,12,THPT Châu Văn Liêm
01,Thành phố Cần Thơ,01.08.06,Địa lí,,,,,14.000,K.Khích,11,THPT Lương Thế Vinh
01,Thành phố Cần Thơ,01.08.18,Địa lí,,,,,13.750,K.Khích,11,THPT Vĩnh Tường
01,Thành phố Cần Thơ,01.08.01,Địa lí,,,,,13.250,K.Khích,12,THPT Trần Văn Bảy
01,Thành phố Cần Thơ,01.08.03,Địa lí,,,,,14.000,K.Khích,11,THPT chuyên Nguyễn Thị Minh Khai
01,Thành phố Cần Thơ,01.08.04,Địa lí,,,,,13.250,K.Khích,12,THPT Lịch Hội Thượng
01,Thành phố Cần Thơ,01.08.08,Địa lí,,,,,13.750,K.Khích,12,THPT Lịch Hội Thượng
01,Thành phố Cần Thơ,01.08.09,Địa lí,,,,,13.250,K.Khích,12,THPT chuyên Nguyễn Thị Minh Khai
01,Thành phố Cần Thơ,01.08.22,Địa lí,,,,,13.750,K.Khích,12,THPT Đoàn Văn Tố
01,Thành phố Cần Thơ,01.09.01,Tiếng Anh,3.20,3.50,5.10,1.30,13.100,K.Khích,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.02,Tiếng Anh,3.20,3.80,4.70,1.30,13.000,K.Khích,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.08,Tiếng Anh,3.10,3.40,5.10,1.20,12.800,K.Khích,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.10,Tiếng Anh,3.80,3.60,5.70,1.50,14.600,Nhì,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.11,Tiếng Anh,3.50,3.50,5.10,1.30,13.400,K.Khích,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.12,Tiếng Anh,3.50,3.90,4,1.40,12.800,K.Khích,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.14,Tiếng Anh,3.60,3.90,4.90,1.30,13.700,Ba,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.26,Tiếng Anh,3.40,4.20,4.80,1.30,13.700,Ba,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.21,Tiếng Anh,3.20,3.40,5.20,1.40,13.200,K.Khích,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.27,Tiếng Anh,3.40,3.70,4.80,1.40,13.300,K.Khích,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.29,Tiếng Anh,3.60,3.50,5.50,1.50,14.100,Ba,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.09.06,Tiếng Anh,3.60,3.20,5.10,1.40,13.300,K.Khích,THPT Nguyễn Khuyến
01,Thành phố Cần Thơ,01.11.01,Tiếng Pháp,6.75,3,2.40,1.6,13.750,Nhì,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.11.04,Tiếng Pháp,5.70,2.25,3,1.425,12.375,Ba,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.11.06,Tiếng Pháp,5.40,2.50,3.40,1.075,12.375,Ba,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.11.13,Tiếng Pháp,6.70,2,3.40,1.65,13.750,Nhì,THPT chuyên Lý Tự Trọng
01,Thành phố Cần Thơ,01.11.14,Tiếng Pháp,5.80,1.25,3.50,1.35,11.900,K.Khích,THPT chuyên Lý Tự Trọng
02,Thành phố Đà Nẵng,02.01.06,Toán,,,,,20.500,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.01.07,Toán,,,,,17.500,K.Khích,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.01.08,Toán,,,,,14.500,K.Khích,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.01.10,Toán,,,,,15.500,K.Khích,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.01.11,Toán,,,,,17.000,K.Khích,10,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.01.13,Toán,,,,,15.000,K.Khích,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.01.15,Toán,,,,,20.500,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.01.17,Toán,,,,,14.000,K.Khích,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.01.18,Toán,,,,,16.500,K.Khích,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.01.20,Toán,,,,,24.000,Nhì,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.01.09,Toán,,,,,14.500,K.Khích,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.01.14,Toán,,,,,14.500,K.Khích,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.01.16,Toán,,,,,14.000,K.Khích,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.01.04,Toán,,,,,16.500,K.Khích,11,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.01.12,Toán,,,,,17.500,K.Khích,11,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.01.02,Toán,,,,,14.000,K.Khích,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.01.03,Toán,,,,,25.500,Nhì,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.01.05,Toán,,,,,25.000,Nhì,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.02.01,Vật lí,,,,,25.000,Nhì,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.02.02,Vật lí,,,,,24.250,Nhì,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.02.03,Vật lí,,,,,21.500,Nhì,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.02.09,Vật lí,,,,,21.500,Nhì,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.02.12,Vật lí,,,,,14.250,K.Khích,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.02.13,Vật lí,,,,,16.500,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.02.18,Vật lí,,,,,18.500,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.02.20,Vật lí,,,,,13.000,K.Khích,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.02.11,Vật lí,,,,,12.750,K.Khích,12,Trường THPT Phan Châu Trinh
02,Thành phố Đà Nẵng,02.02.05,Vật lí,,,,,13.500,K.Khích,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.02.07,Vật lí,,,,,13.250,K.Khích,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.02.08,Vật lí,,,,,11.500,K.Khích,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.02.10,Vật lí,,,,,12.250,K.Khích,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.02.19,Vật lí,,,,,13.750,K.Khích,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.02.14,Vật lí,,,,,12.500,K.Khích,11,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.02.04,Vật lí,,,,,18.750,Nhì,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.02.16,Vật lí,,,,,16.250,Ba,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.02.17,Vật lí,,,,,19.750,Nhì,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.03.01,Hóa học,,,,,14.875,K.Khích,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.03.02,Hóa học,,,,,20.750,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.03.03,Hóa học,,,,,31.000,Nhất,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.03.04,Hóa học,,,,,21.250,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.03.05,Hóa học,,,,,16.125,K.Khích,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.03.09,Hóa học,,,,,25.125,Nhì,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.03.11,Hóa học,,,,,26.250,Nhì,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.03.13,Hóa học,,,,,21.000,Ba,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.03.17,Hóa học,,,,,24.750,Nhì,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.03.19,Hóa học,,,,,25.250,Nhì,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.03.10,Hóa học,,,,,14.375,K.Khích,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.03.07,Hóa học,,,,,19.500,Ba,11,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.03.06,Hóa học,,,,,14.625,K.Khích,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.03.08,Hóa học,,,,,16.875,K.Khích,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.03.12,Hóa học,,,,,16.375,K.Khích,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.03.14,Hóa học,,,,,24.750,Nhì,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.04.01,Sinh học,,,,,20.250,K.Khích,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.04.02,Sinh học,,,,,24.250,Nhì,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.04.03,Sinh học,,,,,20.000,K.Khích,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.04.04,Sinh học,,,,,21.750,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.04.06,Sinh học,,,,,22.250,Ba,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.04.08,Sinh học,,,,,20.500,Ba,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.04.12,Sinh học,,,,,20.500,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.04.14,Sinh học,,,,,20.000,K.Khích,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.04.16,Sinh học,,,,,18.250,K.Khích,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.04.18,Sinh học,,,,,20.500,Ba,12,Trường THPT Phan Châu Trinh
02,Thành phố Đà Nẵng,02.04.07,Sinh học,,,,,23.250,Nhì,11,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.04.17,Sinh học,,,,,25.500,Nhì,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.04.20,Sinh học,,,,,20.500,Ba,11,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.04.10,Sinh học,,,,,19.500,K.Khích,11,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.04.11,Sinh học,,,,,20.750,Ba,11,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.04.09,Sinh học,,,,,22.000,Ba,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.04.13,Sinh học,,,,,18.750,K.Khích,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.05.01,Tin học,,,,,20.590,Nhì,10,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.05.03,Tin học,,,,,24.447,Nhì,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.05.09,Tin học,,,,,25.320,Nhì,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.05.10,Tin học,,,,,27.404,Nhất,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.05.17,Tin học,,,,,18.822,Ba,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.05.15,Tin học,,,,,18.250,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.05.14,Tin học,,,,,19.550,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.05.19,Tin học,,,,,17.310,Ba,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.05.05,Tin học,,,,,17.970,Ba,11,Trường THPT Phan Châu Trinh
02,Thành phố Đà Nẵng,02.05.04,Tin học,,,,,12.860,K.Khích,12,Trường THPT Thái Phiên
02,Thành phố Đà Nẵng,02.05.06,Tin học,,,,,23.890,Nhì,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.05.08,Tin học,,,,,13.630,K.Khích,11,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.05.12,Tin học,,,,,16.526,K.Khích,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.05.18,Tin học,,,,,19.357,Ba,11,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.05.13,Tin học,,,,,25.317,Nhì,11,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.05.20,Tin học,,,,,24.944,Nhì,11,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.05.02,Tin học,,,,,16.190,K.Khích,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.05.07,Tin học,,,,,17.280,Ba,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.06.01,Ngữ văn,,,,,14.000,Nhì,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.06.03,Ngữ văn,,,,,13.500,Nhì,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.06.04,Ngữ văn,,,,,12.500,K.Khích,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.06.06,Ngữ văn,,,,,12.750,Ba,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.06.07,Ngữ văn,,,,,13.500,Nhì,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.06.08,Ngữ văn,,,,,13.000,Ba,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.06.17,Ngữ văn,,,,,13.000,Ba,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.06.15,Ngữ văn,,,,,12.500,K.Khích,11,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.06.18,Ngữ văn,,,,,12.750,Ba,11,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.06.20,Ngữ văn,,,,,13.750,Nhì,12,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.06.13,Ngữ văn,,,,,12.500,K.Khích,11,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.06.05,Ngữ văn,,,,,13.500,Nhì,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.06.09,Ngữ văn,,,,,13.500,Nhì,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.06.11,Ngữ văn,,,,,12.500,K.Khích,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.06.12,Ngữ văn,,,,,12.500,K.Khích,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.07.02,Lịch sử,,,,,16.250,Nhì,10,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.07.04,Lịch sử,,,,,14.750,K.Khích,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.07.11,Lịch sử,,,,,15.750,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.07.17,Lịch sử,,,,,16.750,Nhì,12,Trường THPT Phan Châu Trinh
02,Thành phố Đà Nẵng,02.07.10,Lịch sử,,,,,14.750,K.Khích,12,Trường THPT Thái Phiên
02,Thành phố Đà Nẵng,02.07.12,Lịch sử,,,,,14.250,K.Khích,11,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.07.13,Lịch sử,,,,,15.250,Ba,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.07.15,Lịch sử,,,,,14.750,K.Khích,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.07.16,Lịch sử,,,,,14.500,K.Khích,12,Trường THPT chuyên Nguyễn Bỉnh Khiêm
02,Thành phố Đà Nẵng,02.08.04,Địa lí,,,,,14.250,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.08.06,Địa lí,,,,,15.000,Ba,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.08.07,Địa lí,,,,,15.500,Nhì,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.08.08,Địa lí,,,,,15.250,Nhì,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.08.10,Địa lí,,,,,15.500,Nhì,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.08.12,Địa lí,,,,,13.000,K.Khích,11,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.08.16,Địa lí,,,,,14.500,Ba,12,Trường THPT chuyên Lê Quý Đôn
02,Thành phố Đà Nẵng,02.08.13,Địa lí,,,,,13.000,K.Khích,11,Trường THPT chuyên Lê Thánh Tông
02,Thành phố Đà Nẵng,02.08.18,Địa lí,,,,,14.000,K.Khích,11,Trường THPT chuyên Lê Thánh Tông
